window,source,target,source_family,target_family,same_family_edge,tau,graph_entry,pcmci_graph_selected,val_matrix,p_matrix,edge_interpretation,direction_semantics,variant_id,variant_role,pcmci_variable_scope,conditioning_family_rule,n_pcmci_variables,conditioning_variables,q_within_variant_window_tau0,tau0_supported,support_rule,lead_lag_label,lead_lag_group,same_day_coupling_flag,positive_peak_lag,positive_peak_abs_r,lag0_abs_r,evidence_tier,recommended_usage,pair_phi_risk,v1_lead_lag_yes
T1,V_NS_diff,Je_axis_lat,V,Je,False,0,,False,0.08988700379651315,0.24094167911763745,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat,0.4130846961585923,False,tau0_graph_selected_and_window_BH_q_le_alpha,lead_lag_yes_with_same_day_coupling,lead_lag_yes,True,2,0.4429711143862401,0.3059626177662986,Tier1b_audit_stable_with_same_day,"usable strict temporal candidate, but must retain same-day coupling warning",none,True
T1,V_NS_diff,Jw_strength,V,Jw,False,0,,False,0.10789984564936554,0.1576436338249892,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat,0.3755343763488581,False,tau0_graph_selected_and_window_BH_q_le_alpha,lead_lag_ambiguous_marginal_statistical_support,lead_lag_ambiguous,False,4,0.2807822509756812,0.1081970221780518,Tier4d_ambiguous_marginal_statistical_support,expanded temporal risk pool only; useful for feedback/same-day/transition audit,none,False
T1,V_NS_diff,Jw_axis_lat,V,Jw,False,0,,False,0.14741950683601007,0.05223400019523462,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat,0.22793018267011475,False,tau0_graph_selected_and_window_BH_q_le_alpha,lead_lag_no_not_supported,lead_lag_no,False,5,0.1430647848422714,0.1349233455203266,Tier5a_no_not_supported,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,none,False
T1,H_strength,P_main_minus_south,H,P,False,0,,False,0.14865065547425726,0.05095268525753675,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat,0.22793018267011475,False,tau0_graph_selected_and_window_BH_q_le_alpha,lead_lag_no_not_supported,lead_lag_no,False,4,0.258131976186944,0.1324881311238967,Tier5a_no_not_supported,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,moderate,False
T1,H_strength,P_spread_lat,H,P,False,0,,False,0.04997918557580233,0.5125138936477707,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat,0.6000162657339754,False,tau0_graph_selected_and_window_BH_q_le_alpha,lead_lag_no_not_supported,lead_lag_no,False,5,0.1819057878422117,0.1235379646721176,Tier5a_no_not_supported,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,moderate,False
T1,H_strength,P_total_centroid_lat_10_50,H,P,False,0,,False,0.1151075457570005,0.13154309456737123,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat,0.35820761956812547,False,tau0_graph_selected_and_window_BH_q_le_alpha,lead_lag_yes_clear,lead_lag_yes,False,4,0.3488640566252204,0.2178295483436791,Tier3_surrogate_or_persistence_sensitive_yes,do not use as strict pathway entry; retain in risk pool,moderate,True
T1,H_strength,V_strength,H,V,False,0,x-x,True,0.3158407696430272,2.5754187065857387e-05,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat,0.0004120669930537182,True,tau0_graph_selected_and_window_BH_q_le_alpha,lead_lag_ambiguous_direction_uncertain,lead_lag_ambiguous,False,3,0.2957106370936238,0.2290143732409105,Tier4c_ambiguous_direction_uncertain,expanded temporal risk pool only; useful for feedback/same-day/transition audit,moderate,False
T1,H_strength,V_NS_diff,H,V,False,0,x-x,True,0.1821997312016419,0.017406505454322468,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat,0.10573946596871966,False,tau0_graph_selected_and_window_BH_q_le_alpha,lead_lag_yes_with_same_day_coupling,lead_lag_yes,True,3,0.3738738811255923,0.2766368036681031,Tier3_surrogate_or_persistence_sensitive_yes,do not use as strict pathway entry; retain in risk pool,moderate,True
T1,H_strength,Je_strength,H,Je,False,0,,False,0.07136576207599729,0.35079133885007363,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat,0.5431607827355979,False,tau0_graph_selected_and_window_BH_q_le_alpha,lead_lag_no_not_supported,lead_lag_no,False,1,0.1155853058546373,0.1408893120705706,Tier5a_no_not_supported,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,moderate,False
T1,H_strength,Je_axis_lat,H,Je,False,0,,False,0.10286146504364083,0.17935517556940073,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat,0.3755343763488581,False,tau0_graph_selected_and_window_BH_q_le_alpha,lead_lag_no_not_supported,lead_lag_no,False,5,0.1448646262078499,0.0368540966189089,Tier5a_no_not_supported,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,moderate,False
T1,H_strength,Jw_strength,H,Jw,False,0,,False,0.03809103492402231,0.6187957024869277,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat,0.6907486911481984,False,tau0_graph_selected_and_window_BH_q_le_alpha,lead_lag_no_not_supported,lead_lag_no,False,4,0.1730288084516135,0.170303093820783,Tier5a_no_not_supported,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,moderate,False
T1,H_strength,Jw_axis_lat,H,Jw,False,0,,False,-0.017320819245205826,0.8200288258478321,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat,0.8374762476743817,False,tau0_graph_selected_and_window_BH_q_le_alpha,lead_lag_no_not_supported,lead_lag_no,False,1,0.14847582892105,0.1761641554467139,Tier5a_no_not_supported,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,moderate,False
T1,H_centroid_lat,P_main_minus_south,H,P,False,0,x-x,True,0.19273101118539634,0.011308894368157631,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat,0.10573946596871966,False,tau0_graph_selected_and_window_BH_q_le_alpha,lead_lag_ambiguous_marginal_statistical_support,lead_lag_ambiguous,True,1,0.2701740299780088,0.2637225444644807,Tier4d_ambiguous_marginal_statistical_support,expanded temporal risk pool only; useful for feedback/same-day/transition audit,minor,False
T1,H_centroid_lat,P_spread_lat,H,P,False,0,,False,0.10153839964101477,0.17994355533382783,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat,0.3755343763488581,False,tau0_graph_selected_and_window_BH_q_le_alpha,lead_lag_ambiguous_bidirectional_close,lead_lag_ambiguous,True,1,0.2922726648008588,0.3105187641236134,Tier4a_ambiguous_bidirectional_close,expanded temporal risk pool only; useful for feedback/same-day/transition audit,minor,False
T1,H_centroid_lat,P_total_centroid_lat_10_50,H,P,False,0,,False,0.09224728489224432,0.22603424506032457,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat,0.4130846961585923,False,tau0_graph_selected_and_window_BH_q_le_alpha,lead_lag_no_not_supported,lead_lag_no,False,5,0.1013506631765766,0.0771535092495953,Tier5a_no_not_supported,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,minor,False
T1,H_centroid_lat,V_strength,H,V,False,0,,False,0.09128461816477841,0.23093624001297475,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat,0.4130846961585923,False,tau0_graph_selected_and_window_BH_q_le_alpha,lead_lag_no_not_supported,lead_lag_no,False,1,0.1088285227081065,0.1098619782666472,Tier5a_no_not_supported,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,minor,False
T1,H_centroid_lat,V_NS_diff,H,V,False,0,,False,0.10486276109467903,0.1697387178568781,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat,0.3755343763488581,False,tau0_graph_selected_and_window_BH_q_le_alpha,lead_lag_ambiguous_marginal_statistical_support,lead_lag_ambiguous,True,1,0.2746811851530701,0.2779071641827423,Tier4d_ambiguous_marginal_statistical_support,expanded temporal risk pool only; useful for feedback/same-day/transition audit,minor,False
T1,H_centroid_lat,Je_strength,H,Je,False,0,,False,0.1136289852590403,0.13432785733804706,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat,0.35820761956812547,False,tau0_graph_selected_and_window_BH_q_le_alpha,lead_lag_no_not_supported,lead_lag_no,False,1,0.2155904771191687,0.2268113258766181,Tier5a_no_not_supported,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,minor,False
T1,H_centroid_lat,Je_axis_lat,H,Je,False,0,,False,0.08910049602071668,0.24096607275917886,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat,0.4130846961585923,False,tau0_graph_selected_and_window_BH_q_le_alpha,lead_lag_ambiguous_bidirectional_close,lead_lag_ambiguous,True,1,0.3271237639405033,0.3294977226458107,Tier4a_ambiguous_bidirectional_close,expanded temporal risk pool only; useful for feedback/same-day/transition audit,minor,False
T1,H_centroid_lat,Jw_strength,H,Jw,False,0,,False,0.02320533111856507,0.760504167786494,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat,0.7935695663859067,False,tau0_graph_selected_and_window_BH_q_le_alpha,lead_lag_no_not_supported,lead_lag_no,False,3,0.1407760702215352,0.1005381258318535,Tier5a_no_not_supported,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,minor,False
T1,H_centroid_lat,Jw_axis_lat,H,Jw,False,0,,False,-0.09008051273167168,0.23311312897432762,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat,0.4130846961585923,False,tau0_graph_selected_and_window_BH_q_le_alpha,lead_lag_no_not_supported,lead_lag_no,False,5,0.0205806014197638,0.0197905538043422,Tier5a_no_not_supported,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,minor,False
T1,Je_strength,P_main_minus_south,Je,P,False,0,,False,0.025059437242323446,0.7427410470501686,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat,0.7935695663859067,False,tau0_graph_selected_and_window_BH_q_le_alpha,lead_lag_no_same_day_only,lead_lag_no,True,1,0.2170318396060617,0.2491363865310432,Tier5c_no_same_day_only,do not use as lead-lag candidate; retain as same-day coupling evidence,none,False
T1,Je_strength,P_spread_lat,Je,P,False,0,,False,-0.05320419947270421,0.48437895740638826,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat,0.5961587168078625,False,tau0_graph_selected_and_window_BH_q_le_alpha,lead_lag_no_not_supported,lead_lag_no,False,1,0.1531486383013203,0.1511866926209364,Tier5a_no_not_supported,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,none,False
T1,Je_strength,P_total_centroid_lat_10_50,Je,P,False,0,,False,-0.03893239145021621,0.6100196690023624,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat,0.6907486911481984,False,tau0_graph_selected_and_window_BH_q_le_alpha,lead_lag_ambiguous_same_day_dominant,lead_lag_ambiguous,True,1,0.3513207534583252,0.3994474477573047,Tier4b_ambiguous_same_day_dominant,expanded temporal risk pool only; useful for feedback/same-day/transition audit,none,False
T1,Je_strength,V_strength,Je,V,False,0,,False,-0.06353994216131556,0.4062457677942035,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat,0.5750638920424228,False,tau0_graph_selected_and_window_BH_q_le_alpha,lead_lag_no_same_day_only,lead_lag_no,True,1,0.228179930794225,0.2768025477765162,Tier5c_no_same_day_only,do not use as lead-lag candidate; retain as same-day coupling evidence,none,False
T1,Je_strength,V_NS_diff,Je,V,False,0,,False,-0.05081636471663237,0.5067104213304329,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat,0.6000162657339754,False,tau0_graph_selected_and_window_BH_q_le_alpha,lead_lag_no_same_day_only,lead_lag_no,True,1,0.2572903807227557,0.3067114686594898,Tier5c_no_same_day_only,do not use as lead-lag candidate; retain as same-day coupling evidence,none,False
T1,Je_strength,H_strength,Je,H,False,0,,False,0.07136576207599729,0.35079133885007363,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat,0.5431607827355979,False,tau0_graph_selected_and_window_BH_q_le_alpha,lead_lag_no_not_supported,lead_lag_no,False,3,0.2292941533497228,0.1408893120705706,Tier5a_no_not_supported,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,moderate,False
T1,Je_strength,H_centroid_lat,Je,H,False,0,,False,0.1136289852590403,0.13432785733804706,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat,0.35820761956812547,False,tau0_graph_selected_and_window_BH_q_le_alpha,lead_lag_no_not_supported,lead_lag_no,False,1,0.2067957023837965,0.2268113258766181,Tier5a_no_not_supported,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,minor,False
T1,Je_strength,Jw_strength,Je,Jw,False,0,-->,True,-0.18789886979116005,0.013033704381221603,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat,0.10573946596871966,False,tau0_graph_selected_and_window_BH_q_le_alpha,lead_lag_no_not_supported,lead_lag_no,False,1,0.0882961714853413,0.0783033524473832,Tier5a_no_not_supported,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,none,False
T1,Je_strength,Jw_axis_lat,Je,Jw,False,0,,False,-0.08027446172178923,0.28956207401352607,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat,0.46329931842164174,False,tau0_graph_selected_and_window_BH_q_le_alpha,lead_lag_ambiguous_bidirectional_close,lead_lag_ambiguous,True,1,0.2633279031871773,0.2630257880610508,Tier4a_ambiguous_bidirectional_close,expanded temporal risk pool only; useful for feedback/same-day/transition audit,none,False
T1,Je_axis_lat,P_main_minus_south,Je,P,False,0,,False,0.16413628636182595,0.09305696707239784,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat,0.2977822946316731,False,tau0_graph_selected_and_window_BH_q_le_alpha,lead_lag_ambiguous_same_day_dominant,lead_lag_ambiguous,True,1,0.292509422341688,0.3353868185181481,Tier4b_ambiguous_same_day_dominant,expanded temporal risk pool only; useful for feedback/same-day/transition audit,none,False
T1,Je_axis_lat,P_spread_lat,Je,P,False,0,,False,0.14860161850796844,0.05035445951879297,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat,0.22793018267011475,False,tau0_graph_selected_and_window_BH_q_le_alpha,lead_lag_no_same_day_only,lead_lag_no,True,1,0.1696610234010789,0.2481452341896832,Tier5c_no_same_day_only,do not use as lead-lag candidate; retain as same-day coupling evidence,none,False
T1,Je_axis_lat,P_total_centroid_lat_10_50,Je,P,False,0,,False,0.10257198386446328,0.1793082499081526,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat,0.3755343763488581,False,tau0_graph_selected_and_window_BH_q_le_alpha,lead_lag_no_reverse_dominant,lead_lag_no,True,1,0.267429359890559,0.3273422069611721,Tier5b_no_reverse_dominant,do not use original direction; inspect suggested reverse if scientifically relevant,none,False
T1,Je_axis_lat,V_strength,Je,V,False,0,,False,0.05769477399490746,0.45219004256821843,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat,0.5750638920424228,False,tau0_graph_selected_and_window_BH_q_le_alpha,lead_lag_no_not_supported,lead_lag_no,False,4,0.1140125237229992,0.1870232369529119,Tier5a_no_not_supported,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,none,False
T1,Je_axis_lat,V_NS_diff,Je,V,False,0,,False,0.08988700379651315,0.24094167911763745,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat,0.4130846961585923,False,tau0_graph_selected_and_window_BH_q_le_alpha,lead_lag_no_same_day_only,lead_lag_no,True,1,0.2189144797666326,0.3059626177662986,Tier5c_no_same_day_only,do not use as lead-lag candidate; retain as same-day coupling evidence,none,False
T1,Je_axis_lat,H_strength,Je,H,False,0,,False,0.10286146504364083,0.17935517556940073,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat,0.3755343763488581,False,tau0_graph_selected_and_window_BH_q_le_alpha,lead_lag_no_not_supported,lead_lag_no,False,3,0.0799105126355855,0.0368540966189089,Tier5a_no_not_supported,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,moderate,False
