mode,anchor_name,anchor_type,anchor_start,anchor_end,information_form,mean_score,mean_abs_spearman,n_targets,E2_mean_score,E2_percentile_among_sliding_windows,E2_better_than_n_named_controls,n_named_controls,anchor_decision
local_background_removed,slide_023_034,sliding,23,34,slope,0.25960897912811864,0.250812472551603,3,0.25017033806442357,68.96551724137932,2,3,not_E2_specific
local_background_removed,slide_023_034,sliding,23,34,window_mean,0.25150664606197143,0.24380174416612133,3,0.05213248459126905,10.344827586206897,1,3,not_E2_specific
local_background_removed,slide_024_035,sliding,24,35,abs_transition,0.21248155037033245,0.20963863461725438,3,0.2249681363308886,72.41379310344827,2,3,not_E2_specific
local_background_removed,slide_024_035,sliding,24,35,post_state,0.13363812471433495,0.1311097070461947,3,0.2687246604519307,82.75862068965517,2,3,broad_or_unclear_preseason_background
local_background_removed,slide_024_035,sliding,24,35,pre_state,0.25853444861179403,0.25055696449658105,3,0.17343391094529295,55.172413793103445,2,3,not_E2_specific
local_background_removed,slide_024_035,sliding,24,35,signed_transition,0.29529622870848743,0.28658014424138745,3,0.26269176128281974,72.41379310344827,3,3,not_E2_specific
local_background_removed,slide_024_035,sliding,24,35,slope,0.28722148220153126,0.27646025472112423,3,0.25017033806442357,68.96551724137932,2,3,not_E2_specific
local_background_removed,slide_024_035,sliding,24,35,window_mean,0.1938311538923405,0.1896197723834653,3,0.05213248459126905,10.344827586206897,1,3,not_E2_specific
local_background_removed,slide_025_036,sliding,25,36,abs_transition,0.25744060597066626,0.2502580324731687,3,0.2249681363308886,72.41379310344827,2,3,not_E2_specific
local_background_removed,slide_025_036,sliding,25,36,post_state,0.20230953642912097,0.1927065482018778,3,0.2687246604519307,82.75862068965517,2,3,broad_or_unclear_preseason_background
local_background_removed,slide_025_036,sliding,25,36,pre_state,0.2861890936898646,0.2798174898002554,3,0.17343391094529295,55.172413793103445,2,3,not_E2_specific
local_background_removed,slide_025_036,sliding,25,36,signed_transition,0.2654155217376773,0.25769403924956175,3,0.26269176128281974,72.41379310344827,3,3,not_E2_specific
local_background_removed,slide_025_036,sliding,25,36,slope,0.2699148624642071,0.261558900852282,3,0.25017033806442357,68.96551724137932,2,3,not_E2_specific
local_background_removed,slide_025_036,sliding,25,36,window_mean,0.08393190876052803,0.08265805846165382,3,0.05213248459126905,10.344827586206897,1,3,not_E2_specific
local_background_removed,slide_026_037,sliding,26,37,abs_transition,0.18518065907753078,0.18020510832527395,3,0.2249681363308886,72.41379310344827,2,3,not_E2_specific
local_background_removed,slide_026_037,sliding,26,37,post_state,0.2479175439919751,0.23784572548099406,3,0.2687246604519307,82.75862068965517,2,3,broad_or_unclear_preseason_background
local_background_removed,slide_026_037,sliding,26,37,pre_state,0.27201598596979853,0.26091869592156064,3,0.17343391094529295,55.172413793103445,2,3,not_E2_specific
local_background_removed,slide_026_037,sliding,26,37,signed_transition,0.2646939996928255,0.2534202961337633,3,0.26269176128281974,72.41379310344827,3,3,not_E2_specific
local_background_removed,slide_026_037,sliding,26,37,slope,0.2589791558732094,0.24805384468368552,3,0.25017033806442357,68.96551724137932,2,3,not_E2_specific
local_background_removed,slide_026_037,sliding,26,37,window_mean,0.06998103525020072,0.06869365693303704,3,0.05213248459126905,10.344827586206897,1,3,not_E2_specific
local_background_removed,slide_027_038,sliding,27,38,abs_transition,0.2249681363308886,0.21674682173658963,3,0.2249681363308886,72.41379310344827,2,3,not_E2_specific
local_background_removed,slide_027_038,sliding,27,38,post_state,0.2687246604519307,0.2572881302958052,3,0.2687246604519307,82.75862068965517,2,3,broad_or_unclear_preseason_background
local_background_removed,slide_027_038,sliding,27,38,pre_state,0.17343391094529295,0.16985731871981333,3,0.17343391094529295,55.172413793103445,2,3,not_E2_specific
local_background_removed,slide_027_038,sliding,27,38,signed_transition,0.26269176128281974,0.2516634829889885,3,0.26269176128281974,72.41379310344827,3,3,not_E2_specific
local_background_removed,slide_027_038,sliding,27,38,slope,0.25017033806442357,0.2415977690518686,3,0.25017033806442357,68.96551724137932,2,3,not_E2_specific
local_background_removed,slide_027_038,sliding,27,38,window_mean,0.05213248459126905,0.05094590294494958,3,0.05213248459126905,10.344827586206897,1,3,not_E2_specific
local_background_removed,slide_028_039,sliding,28,39,abs_transition,0.14993883409563089,0.14527803127378175,3,0.2249681363308886,72.41379310344827,2,3,not_E2_specific
local_background_removed,slide_028_039,sliding,28,39,post_state,0.26912925331781523,0.2602361551682825,3,0.2687246604519307,82.75862068965517,2,3,broad_or_unclear_preseason_background
local_background_removed,slide_028_039,sliding,28,39,pre_state,0.09553895027358515,0.09152004511977747,3,0.17343391094529295,55.172413793103445,2,3,not_E2_specific
local_background_removed,slide_028_039,sliding,28,39,signed_transition,0.262179890659415,0.24929178524354256,3,0.26269176128281974,72.41379310344827,3,3,not_E2_specific
local_background_removed,slide_028_039,sliding,28,39,slope,0.27479330693704895,0.26403162055335966,3,0.25017033806442357,68.96551724137932,2,3,not_E2_specific
local_background_removed,slide_028_039,sliding,28,39,window_mean,0.07895609571179404,0.0763968949764998,3,0.05213248459126905,10.344827586206897,1,3,not_E2_specific
