scope,object,config_id,candidate_id,point_day,bootstrap_strict_fraction,bootstrap_match_fraction,bootstrap_near_fraction,bootstrap_no_match_fraction,median_bootstrap_matched_peak_score,median_bootstrap_abs_offset_days,joint_support_class,sensitivity_group,changed_factor,changed_value,input_source,smoothed_fields_path,bootstrap_status,object_support_class
P_only,P,BASELINE,CP009,138,0.617,0.918,0.063,0.019,10.807102635374703,1.0,,baseline,none,baseline,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run,object_candidate
P_only,P,BASELINE,CP010,158,0.726,0.957,0.039,0.004,25.18466626736317,1.0,,baseline,none,baseline,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run,object_strong_candidate
P_only,P,DET_WIDTH_16,CP001,17,0.853,0.983,0.012,0.005,5.082788945577795,1.0,,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run,object_strong_candidate
P_only,P,DET_WIDTH_16,CP002,34,0.475,0.756,0.116,0.128,10.863807532703879,3.0,,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run,object_weak_candidate
P_only,P,DET_WIDTH_16,CP003,45,0.854,0.99,0.008,0.002,19.968044556104708,1.0,,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run,object_strong_candidate
P_only,P,DET_WIDTH_16,CP004,57,0.505,0.608,0.257,0.135,9.367219728857556,2.0,,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run,object_weak_candidate
P_only,P,DET_WIDTH_16,CP005,65,0.79,0.886,0.06,0.054,16.171876344626,1.0,,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run,object_candidate
P_only,P,DET_WIDTH_16,CP006,83,0.526,0.872,0.127,0.001,44.15984403918199,2.0,,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run,object_candidate
P_only,P,DET_WIDTH_16,CP007,97,0.698,0.859,0.069,0.072,27.655831178313093,2.0,,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run,object_candidate
P_only,P,DET_WIDTH_16,CP008,114,0.633,0.972,0.016,0.012,21.9420732708042,2.0,,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run,object_strong_candidate
P_only,P,DET_WIDTH_16,CP009,126,0.69,0.895,0.076,0.029,9.74401791979367,1.0,,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run,object_candidate
P_only,P,DET_WIDTH_16,CP010,138,0.595,0.952,0.034,0.014,8.024294346476488,2.0,,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run,object_strong_candidate
P_only,P,DET_WIDTH_16,CP011,157,0.663,0.961,0.038,0.001,16.322080459876567,2.0,,detector_width,detector_width,16,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run,object_strong_candidate
P_only,P,DET_WIDTH_24,CP001,19,0.447,0.492,0.023,0.485,15.788027376780924,8.0,,detector_width,detector_width,24,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run,object_unstable_candidate
P_only,P,DET_WIDTH_24,CP002,43,0.839,0.973,0.026,0.001,39.290023563654074,1.0,,detector_width,detector_width,24,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run,object_strong_candidate
P_only,P,DET_WIDTH_24,CP003,81,0.607,0.901,0.077,0.022,97.58020262271538,2.0,,detector_width,detector_width,24,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run,object_candidate
P_only,P,DET_WIDTH_24,CP004,112,0.595,0.855,0.057,0.088,46.2202176458338,2.0,,detector_width,detector_width,24,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run,object_candidate
P_only,P,DET_WIDTH_24,CP005,126,0.431,0.68,0.139,0.181,16.4995012721617,3.0,,detector_width,detector_width,24,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run,object_weak_candidate
P_only,P,DET_WIDTH_24,CP006,137,0.519,0.788,0.135,0.077,14.364489291187319,2.0,,detector_width,detector_width,24,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run,object_weak_candidate
P_only,P,DET_WIDTH_24,CP007,158,0.713,0.943,0.044,0.013,33.782399257153045,1.0,,detector_width,detector_width,24,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run,object_candidate
P_only,P,MATCH_RADIUS_1_4_7,CP001,18,0.391,0.756,0.058,0.186,7.438819024012823,2.0,,bootstrap_match_radius,strict_match/match/near,1/4/7,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run,object_weak_candidate
P_only,P,MATCH_RADIUS_1_4_7,CP002,34,0.44,0.587,0.151,0.262,18.845171169777103,2.0,,bootstrap_match_radius,strict_match/match/near,1/4/7,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run,object_weak_candidate
P_only,P,MATCH_RADIUS_1_4_7,CP003,45,0.696,0.951,0.043,0.006,29.238095423720182,1.0,,bootstrap_match_radius,strict_match/match/near,1/4/7,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run,object_strong_candidate
P_only,P,MATCH_RADIUS_1_4_7,CP004,65,0.628,0.78,0.07,0.15,23.830949528722574,1.0,,bootstrap_match_radius,strict_match/match/near,1/4/7,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run,object_weak_candidate
P_only,P,MATCH_RADIUS_1_4_7,CP005,82,0.35,0.824,0.163,0.013,68.9784010843959,2.0,,bootstrap_match_radius,strict_match/match/near,1/4/7,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run,object_candidate
P_only,P,MATCH_RADIUS_1_4_7,CP006,95,0.348,0.615,0.192,0.193,47.24245301857129,3.0,,bootstrap_match_radius,strict_match/match/near,1/4/7,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run,object_weak_candidate
P_only,P,MATCH_RADIUS_1_4_7,CP007,113,0.445,0.908,0.055,0.037,32.99046848682678,2.0,,bootstrap_match_radius,strict_match/match/near,1/4/7,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run,object_candidate
P_only,P,MATCH_RADIUS_1_4_7,CP008,126,0.451,0.803,0.11,0.087,12.958043917429865,2.0,,bootstrap_match_radius,strict_match/match/near,1/4/7,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run,object_candidate
P_only,P,MATCH_RADIUS_1_4_7,CP009,138,0.506,0.846,0.111,0.043,10.807102635374703,1.0,,bootstrap_match_radius,strict_match/match/near,1/4/7,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run,object_candidate
P_only,P,MATCH_RADIUS_1_4_7,CP010,158,0.598,0.889,0.105,0.006,25.18466626736317,1.0,,bootstrap_match_radius,strict_match/match/near,1/4/7,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run,object_candidate
P_only,P,MATCH_RADIUS_3_6_9,CP001,18,0.712,0.81,0.022,0.168,7.438819024012823,2.0,,bootstrap_match_radius,strict_match/match/near,3/6/9,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run,object_candidate
P_only,P,MATCH_RADIUS_3_6_9,CP002,34,0.564,0.658,0.19,0.152,18.845171169777103,2.0,,bootstrap_match_radius,strict_match/match/near,3/6/9,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run,object_weak_candidate
P_only,P,MATCH_RADIUS_3_6_9,CP003,45,0.861,0.994,0.001,0.005,29.238095423720182,1.0,,bootstrap_match_radius,strict_match/match/near,3/6/9,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run,object_strong_candidate
P_only,P,MATCH_RADIUS_3_6_9,CP004,65,0.748,0.83,0.107,0.063,23.830949528722574,1.0,,bootstrap_match_radius,strict_match/match/near,3/6/9,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run,object_candidate
P_only,P,MATCH_RADIUS_3_6_9,CP005,82,0.702,0.966,0.03,0.004,68.9784010843959,2.0,,bootstrap_match_radius,strict_match/match/near,3/6/9,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run,object_strong_candidate
P_only,P,MATCH_RADIUS_3_6_9,CP006,95,0.539,0.767,0.119,0.114,47.24245301857129,3.0,,bootstrap_match_radius,strict_match/match/near,3/6/9,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run,object_weak_candidate
P_only,P,MATCH_RADIUS_3_6_9,CP007,113,0.825,0.956,0.02,0.024,32.99046848682678,2.0,,bootstrap_match_radius,strict_match/match/near,3/6/9,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run,object_strong_candidate
P_only,P,MATCH_RADIUS_3_6_9,CP008,126,0.717,0.866,0.09,0.044,12.958043917429865,2.0,,bootstrap_match_radius,strict_match/match/near,3/6/9,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run,object_candidate
P_only,P,MATCH_RADIUS_3_6_9,CP009,138,0.748,0.943,0.045,0.012,10.807102635374703,1.0,,bootstrap_match_radius,strict_match/match/near,3/6/9,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run,object_candidate
P_only,P,MATCH_RADIUS_3_6_9,CP010,158,0.804,0.982,0.016,0.002,25.18466626736317,1.0,,bootstrap_match_radius,strict_match/match/near,3/6/9,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run,object_strong_candidate
P_only,P,SMOOTH_INPUT_5D,CP001,17,0.949,0.978,0.016,0.006,8.266536008561172,1.0,,smooth_input,smoothed_fields_input,smooth5,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,object_strong_candidate
P_only,P,SMOOTH_INPUT_5D,CP002,33,0.63,0.769,0.114,0.117,16.100892515700536,2.0,,smooth_input,smoothed_fields_input,smooth5,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,object_weak_candidate
P_only,P,SMOOTH_INPUT_5D,CP003,44,0.906,0.986,0.014,0.0,32.14672769623762,1.0,,smooth_input,smoothed_fields_input,smooth5,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,object_strong_candidate
P_only,P,SMOOTH_INPUT_5D,CP004,56,0.414,0.535,0.097,0.368,17.124616829598956,4.0,,smooth_input,smoothed_fields_input,smooth5,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,object_weak_candidate
P_only,P,SMOOTH_INPUT_5D,CP005,66,0.798,0.88,0.074,0.046,27.028877288231925,1.0,,smooth_input,smoothed_fields_input,smooth5,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,object_candidate
P_only,P,SMOOTH_INPUT_5D,CP006,83,0.604,0.927,0.069,0.004,73.08736087681643,2.0,,smooth_input,smoothed_fields_input,smooth5,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,object_candidate
P_only,P,SMOOTH_INPUT_5D,CP007,97,0.629,0.846,0.064,0.09,46.1923248057182,2.0,,smooth_input,smoothed_fields_input,smooth5,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,object_candidate
P_only,P,SMOOTH_INPUT_5D,CP008,114,0.743,0.919,0.067,0.014,35.83852538207864,1.0,,smooth_input,smoothed_fields_input,smooth5,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,object_candidate
P_only,P,SMOOTH_INPUT_5D,CP009,127,0.701,0.933,0.044,0.023,15.197183415786448,2.0,,smooth_input,smoothed_fields_input,smooth5,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,object_candidate
P_only,P,SMOOTH_INPUT_5D,CP010,139,0.6,0.959,0.033,0.008,12.46667020456568,2.0,,smooth_input,smoothed_fields_input,smooth5,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,object_strong_candidate
P_only,P,SMOOTH_INPUT_5D,CP011,156,0.765,0.967,0.033,0.0,26.877710103376767,1.0,,smooth_input,smoothed_fields_input,smooth5,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,object_strong_candidate
P_only,P,SMOOTH_INPUT_5D,CP012,167,0.219,0.342,0.238,0.42,24.80391760912946,7.0,,smooth_input,smoothed_fields_input,smooth5,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,object_unstable_candidate
P_only,P,SMOOTH5_DET_WIDTH_16,CP001,17,0.983,0.999,0.001,0.0,7.978592470410112,1.0,,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,object_strong_candidate
P_only,P,SMOOTH5_DET_WIDTH_16,CP002,32,0.662,0.897,0.081,0.022,11.410383909946916,1.0,,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,object_candidate
P_only,P,SMOOTH5_DET_WIDTH_16,CP003,45,0.901,0.989,0.011,0.0,23.831337177093253,1.0,,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,object_strong_candidate
P_only,P,SMOOTH5_DET_WIDTH_16,CP004,55,0.595,0.746,0.084,0.17,9.829021247976613,2.0,,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,object_weak_candidate
P_only,P,SMOOTH5_DET_WIDTH_16,CP005,66,0.873,0.955,0.033,0.012,20.459683805056745,1.0,,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,object_strong_candidate
P_only,P,SMOOTH5_DET_WIDTH_16,CP006,78,0.496,0.923,0.071,0.006,46.429250032614746,3.0,,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,object_candidate
P_only,P,SMOOTH5_DET_WIDTH_16,CP007,83,0.622,0.942,0.057,0.001,49.69089012035225,2.0,,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,object_candidate
P_only,P,SMOOTH5_DET_WIDTH_16,CP008,97,0.77,0.932,0.036,0.032,32.64698960337701,1.0,,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,object_candidate
P_only,P,SMOOTH5_DET_WIDTH_16,CP009,113,0.668,0.966,0.029,0.005,26.38634936304601,2.0,,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,object_strong_candidate
P_only,P,SMOOTH5_DET_WIDTH_16,CP010,126,0.734,0.944,0.046,0.01,12.77167662976682,1.0,,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,object_candidate
P_only,P,SMOOTH5_DET_WIDTH_16,CP011,139,0.618,0.976,0.023,0.001,10.620746602873528,2.0,,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,object_strong_candidate
P_only,P,SMOOTH5_DET_WIDTH_16,CP012,156,0.696,0.976,0.024,0.0,19.013202444173373,1.0,,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,object_strong_candidate
P_only,P,SMOOTH5_DET_WIDTH_24,CP001,17,0.894,0.926,0.024,0.05,9.933640460387338,1.0,,smooth5_detector_width,detector_width,24,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,object_candidate
P_only,P,SMOOTH5_DET_WIDTH_24,CP002,44,0.865,0.983,0.017,0.0,40.67444873501299,1.0,,smooth5_detector_width,detector_width,24,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,object_strong_candidate
P_only,P,SMOOTH5_DET_WIDTH_24,CP003,67,0.449,0.746,0.086,0.168,35.69600616747943,3.0,,smooth5_detector_width,detector_width,24,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,object_weak_candidate
P_only,P,SMOOTH5_DET_WIDTH_24,CP004,82,0.53,0.973,0.02,0.007,99.52572330377942,2.0,,smooth5_detector_width,detector_width,24,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,object_strong_candidate
P_only,P,SMOOTH5_DET_WIDTH_24,CP005,114,0.719,0.848,0.108,0.044,47.11655336342329,1.0,,smooth5_detector_width,detector_width,24,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,object_candidate
P_only,P,SMOOTH5_DET_WIDTH_24,CP006,127,0.506,0.867,0.069,0.064,17.37433711227655,2.0,,smooth5_detector_width,detector_width,24,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,object_candidate
P_only,P,SMOOTH5_DET_WIDTH_24,CP007,138,0.679,0.918,0.061,0.021,15.038266378521577,1.0,,smooth5_detector_width,detector_width,24,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,object_candidate
P_only,P,SMOOTH5_DET_WIDTH_24,CP008,156,0.738,0.951,0.047,0.002,34.89697350936517,1.0,,smooth5_detector_width,detector_width,24,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,object_strong_candidate
P_only,P,SMOOTH5_MATCH_RADIUS_1_4_7,CP001,17,0.912,0.975,0.012,0.013,8.266536008561172,1.0,,smooth5_bootstrap_match_radius,strict_match/match/near,1/4/7,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,object_strong_candidate
P_only,P,SMOOTH5_MATCH_RADIUS_1_4_7,CP002,33,0.434,0.742,0.093,0.165,16.100892515700536,2.0,,smooth5_bootstrap_match_radius,strict_match/match/near,1/4/7,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,object_weak_candidate
P_only,P,SMOOTH5_MATCH_RADIUS_1_4_7,CP003,44,0.718,0.977,0.021,0.002,32.14672769623762,1.0,,smooth5_bootstrap_match_radius,strict_match/match/near,1/4/7,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,object_strong_candidate
P_only,P,SMOOTH5_MATCH_RADIUS_1_4_7,CP004,56,0.283,0.528,0.057,0.415,17.124616829598956,4.0,,smooth5_bootstrap_match_radius,strict_match/match/near,1/4/7,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,object_weak_candidate
P_only,P,SMOOTH5_MATCH_RADIUS_1_4_7,CP005,66,0.73,0.864,0.069,0.067,27.028877288231925,1.0,,smooth5_bootstrap_match_radius,strict_match/match/near,1/4/7,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,object_candidate
P_only,P,SMOOTH5_MATCH_RADIUS_1_4_7,CP006,83,0.378,0.827,0.161,0.012,73.08736087681643,2.0,,smooth5_bootstrap_match_radius,strict_match/match/near,1/4/7,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,object_candidate
P_only,P,SMOOTH5_MATCH_RADIUS_1_4_7,CP007,97,0.49,0.812,0.081,0.107,46.1923248057182,2.0,,smooth5_bootstrap_match_radius,strict_match/match/near,1/4/7,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,object_candidate
P_only,P,SMOOTH5_MATCH_RADIUS_1_4_7,CP008,114,0.517,0.881,0.098,0.021,35.83852538207864,1.0,,smooth5_bootstrap_match_radius,strict_match/match/near,1/4/7,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,object_candidate
P_only,P,SMOOTH5_MATCH_RADIUS_1_4_7,CP009,127,0.481,0.854,0.107,0.039,15.197183415786448,2.0,,smooth5_bootstrap_match_radius,strict_match/match/near,1/4/7,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,object_candidate
P_only,P,SMOOTH5_MATCH_RADIUS_1_4_7,CP010,139,0.436,0.92,0.071,0.009,12.46667020456568,2.0,,smooth5_bootstrap_match_radius,strict_match/match/near,1/4/7,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,object_candidate
P_only,P,SMOOTH5_MATCH_RADIUS_1_4_7,CP011,156,0.614,0.919,0.08,0.001,26.877710103376767,1.0,,smooth5_bootstrap_match_radius,strict_match/match/near,1/4/7,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,object_candidate
P_only,P,SMOOTH5_MATCH_RADIUS_1_4_7,CP012,167,0.171,0.277,0.245,0.478,24.80391760912946,7.0,,smooth5_bootstrap_match_radius,strict_match/match/near,1/4/7,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,object_unstable_candidate
P_only,P,SMOOTH5_MATCH_RADIUS_3_6_9,CP001,17,0.969,0.981,0.013,0.006,8.266536008561172,1.0,,smooth5_bootstrap_match_radius,strict_match/match/near,3/6/9,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,object_strong_candidate
P_only,P,SMOOTH5_MATCH_RADIUS_3_6_9,CP002,33,0.704,0.791,0.141,0.068,16.100892515700536,2.0,,smooth5_bootstrap_match_radius,strict_match/match/near,3/6/9,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,object_weak_candidate
P_only,P,SMOOTH5_MATCH_RADIUS_3_6_9,CP003,44,0.948,0.995,0.005,0.0,32.14672769623762,1.0,,smooth5_bootstrap_match_radius,strict_match/match/near,3/6/9,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,object_strong_candidate
P_only,P,SMOOTH5_MATCH_RADIUS_3_6_9,CP004,56,0.498,0.549,0.238,0.213,17.124616829598956,4.0,,smooth5_bootstrap_match_radius,strict_match/match/near,3/6/9,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,object_weak_candidate
P_only,P,SMOOTH5_MATCH_RADIUS_3_6_9,CP005,66,0.847,0.894,0.068,0.038,27.028877288231925,1.0,,smooth5_bootstrap_match_radius,strict_match/match/near,3/6/9,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,object_candidate
P_only,P,SMOOTH5_MATCH_RADIUS_3_6_9,CP006,83,0.68,0.966,0.034,0.0,73.08736087681643,2.0,,smooth5_bootstrap_match_radius,strict_match/match/near,3/6/9,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,object_strong_candidate
P_only,P,SMOOTH5_MATCH_RADIUS_3_6_9,CP007,97,0.726,0.867,0.054,0.079,46.1923248057182,2.0,,smooth5_bootstrap_match_radius,strict_match/match/near,3/6/9,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,object_candidate
P_only,P,SMOOTH5_MATCH_RADIUS_3_6_9,CP008,114,0.833,0.962,0.029,0.009,35.83852538207864,1.0,,smooth5_bootstrap_match_radius,strict_match/match/near,3/6/9,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,object_strong_candidate
P_only,P,SMOOTH5_MATCH_RADIUS_3_6_9,CP009,127,0.773,0.953,0.033,0.014,15.197183415786448,2.0,,smooth5_bootstrap_match_radius,strict_match/match/near,3/6/9,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,object_strong_candidate
P_only,P,SMOOTH5_MATCH_RADIUS_3_6_9,CP010,139,0.77,0.977,0.015,0.008,12.46667020456568,2.0,,smooth5_bootstrap_match_radius,strict_match/match/near,3/6/9,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,object_strong_candidate
P_only,P,SMOOTH5_MATCH_RADIUS_3_6_9,CP011,156,0.838,0.992,0.008,0.0,26.877710103376767,1.0,,smooth5_bootstrap_match_radius,strict_match/match/near,3/6/9,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,object_strong_candidate
P_only,P,SMOOTH5_MATCH_RADIUS_3_6_9,CP012,167,0.238,0.466,0.2,0.334,24.80391760912946,7.0,,smooth5_bootstrap_match_radius,strict_match/match/near,3/6/9,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run,object_unstable_candidate
V_only,V,BASELINE,CP001,16,0.488,0.589,0.078,0.333,8.801055899684997,3.0,,baseline,none,baseline,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run,object_weak_candidate
