window,source,target,source_family,target_family,same_family_edge,tau,graph_entry,pcmci_graph_selected,val_matrix,p_matrix,edge_interpretation,direction_semantics,q_within_variant_window_tau0,tau0_supported,support_rule,variant_id,variant_role,pcmci_variable_scope,conditioning_family_rule,n_pcmci_variables,conditioning_variables
T1,Jw_strength,P_total_centroid_lat_10_50,Jw,P,False,0,,False,0.058039906078188604,0.4468229780654567,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.5750638920424228,False,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
T1,Jw_strength,V_strength,Jw,V,False,0,,False,0.08235277446077921,0.28140886130921006,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.46329931842164174,False,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
T1,Jw_strength,V_NS_diff,Jw,V,False,0,,False,0.10789984564936554,0.1576436338249892,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.3755343763488581,False,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
T1,Jw_strength,H_strength,Jw,H,False,0,,False,0.03809103492402231,0.6187957024869277,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.6907486911481984,False,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
T1,Jw_strength,H_centroid_lat,Jw,H,False,0,,False,0.02320533111856507,0.760504167786494,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.7935695663859067,False,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
T1,Jw_strength,Je_strength,Jw,Je,False,0,<--,True,-0.18789886979116005,0.013033704381221603,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.10573946596871966,False,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
T1,Jw_strength,Je_axis_lat,Jw,Je,False,0,,False,-0.011026827745806767,0.8855097818679425,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.8855097818679424,False,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
T1,Jw_axis_lat,P_main_minus_south,Jw,P,False,0,,False,-0.06178956890840655,0.4152617972644289,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.5750638920424228,False,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
T1,Jw_axis_lat,P_spread_lat,Jw,P,False,0,,False,0.13240870943693636,0.07894409247633999,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.2977822946316731,False,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
T1,Jw_axis_lat,P_total_centroid_lat_10_50,Jw,P,False,0,,False,0.059819157959285954,0.4303209421867405,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.5750638920424228,False,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
T1,Jw_axis_lat,V_strength,Jw,V,False,0,,False,0.11620760013124137,0.12675776273739156,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.35820761956812547,False,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
T1,Jw_axis_lat,V_NS_diff,Jw,V,False,0,,False,0.14741950683601007,0.05223400019523462,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.22793018267011475,False,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
T1,Jw_axis_lat,H_strength,Jw,H,False,0,,False,-0.017320819245205826,0.8200288258478321,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.8374762476743817,False,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
T1,Jw_axis_lat,H_centroid_lat,Jw,H,False,0,,False,-0.09008051273167168,0.23311312897432762,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.4130846961585923,False,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
T1,Jw_axis_lat,Je_strength,Jw,Je,False,0,,False,-0.08027446172178923,0.28956207401352607,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.46329931842164174,False,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
T1,Jw_axis_lat,Je_axis_lat,Jw,Je,False,0,,False,-0.056804923631469176,0.4552589145335847,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.5750638920424228,False,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
S2,P_main_minus_south,V_strength,P,V,False,0,,False,-0.01659714907420375,0.6128258779966506,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.7966185867083011,False,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
S2,P_main_minus_south,V_NS_diff,P,V,False,0,x-x,True,0.364167332794077,1.5254901726045691e-30,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",7.322352828501931e-29,True,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
S2,P_main_minus_south,H_strength,P,H,False,0,,False,0.007130891210450371,0.827708805280751,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.8897809868026584,False,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
S2,P_main_minus_south,H_centroid_lat,P,H,False,0,,False,0.008374355328045808,0.7981585227163674,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.8897809868026584,False,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
S2,P_main_minus_south,Je_strength,P,Je,False,0,,False,0.03548215347383503,0.27894511326659244,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.4646829481575971,False,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
S2,P_main_minus_south,Je_axis_lat,P,Je,False,0,,False,0.002980548374460785,0.9275956653082466,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.9473317432935284,False,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
S2,P_main_minus_south,Jw_strength,P,Jw,False,0,,False,0.006821413732005644,0.8350764843878187,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.8897809868026584,False,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
S2,P_main_minus_south,Jw_axis_lat,P,Jw,False,0,,False,0.011029225061061035,0.7362614893058637,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.8835137871670364,False,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
S2,P_spread_lat,V_strength,P,V,False,0,,False,0.05941546576874834,0.06967494197707444,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.17602090604734597,False,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
S2,P_spread_lat,V_NS_diff,P,V,False,0,x-x,True,0.23196609948412655,8.153214932286195e-13,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",1.3045143891657912e-11,True,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
S2,P_spread_lat,H_strength,P,H,False,0,,False,0.036729738943370366,0.2613558570158949,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.46463263469492433,False,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
S2,P_spread_lat,H_centroid_lat,P,H,False,0,,False,0.03295390479739155,0.31361713686029585,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.48692822167925676,False,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
S2,P_spread_lat,Je_strength,P,Je,False,0,x-x,True,-0.11500549121733583,0.0004257191525097319,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.0027045425882501663,True,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
S2,P_spread_lat,Je_axis_lat,P,Je,False,0,,False,0.006070244661000729,0.8527067790192143,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.8897809868026584,False,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
S2,P_spread_lat,Jw_strength,P,Jw,False,0,,False,0.015361296464637582,0.6386291637243543,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.8066894699676054,False,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
S2,P_spread_lat,Jw_axis_lat,P,Jw,False,0,,False,0.03904495416794283,0.23221111993061835,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.4286974521796031,False,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
S2,P_total_centroid_lat_10_50,V_strength,P,V,False,0,-->,True,0.19669421145570376,1.395393245806826e-09,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",1.3395775159745528e-08,True,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
S2,P_total_centroid_lat_10_50,V_NS_diff,P,V,False,0,x-x,True,0.23558923311367322,3.819506305953776e-13,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",9.166815134289062e-12,True,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
S2,P_total_centroid_lat_10_50,H_strength,P,H,False,0,,False,-0.04764565111509911,0.1458870827213699,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.30445999872285895,False,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
S2,P_total_centroid_lat_10_50,H_centroid_lat,P,H,False,0,,False,-0.06066318969230866,0.06399968898302405,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.17602090604734597,False,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
S2,P_total_centroid_lat_10_50,Je_strength,P,Je,False,0,x-x,True,-0.09982698075932747,0.002330304911797094,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.012428292862917835,True,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
S2,P_total_centroid_lat_10_50,Je_axis_lat,P,Je,False,0,,False,-0.03296619603694678,0.31447447650118665,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.48692822167925676,False,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
S2,P_total_centroid_lat_10_50,Jw_strength,P,Jw,False,0,,False,0.04950732970183977,0.1307621556634183,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.2852992487201854,False,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
S2,P_total_centroid_lat_10_50,Jw_axis_lat,P,Jw,False,0,,False,-0.0003828023542165916,0.9906732735731049,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.9906732735731049,False,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
S2,V_strength,P_main_minus_south,V,P,False,0,,False,-0.01659714907420375,0.6128258779966506,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.7966185867083011,False,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
S2,V_strength,P_spread_lat,V,P,False,0,,False,0.05941546576874834,0.06967494197707444,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.17602090604734597,False,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
S2,V_strength,P_total_centroid_lat_10_50,V,P,False,0,<--,True,0.19669421145570376,1.395393245806826e-09,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",1.3395775159745528e-08,True,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
S2,V_strength,H_strength,V,H,False,0,x-x,True,0.19774680506472803,1.090148307472212e-09,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",1.3081779689666544e-08,True,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
S2,V_strength,H_centroid_lat,V,H,False,0,,False,0.05984089696097121,0.06754779858191934,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.17602090604734597,False,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
S2,V_strength,Je_strength,V,Je,False,0,,False,-0.06303239377027436,0.05414253220827031,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.17602090604734597,False,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
S2,V_strength,Je_axis_lat,V,Je,False,0,,False,-0.021753914669149832,0.5069065829440448,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.7373186661004287,False,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
S2,V_strength,Jw_strength,V,Jw,False,0,,False,0.012302309263447303,0.707148729312571,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.8703368976154721,False,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
S2,V_strength,Jw_axis_lat,V,Jw,False,0,,False,0.06145141270204792,0.060201393957771326,contemporaneous_diagnostic,"source(t)->target(t), contemporaneous orientation diagnostic only",0.17602090604734597,False,tau0_graph_selected_and_window_BH_q_le_alpha,c2_family_representative_standard,family representative sensitivity: smaller variable pool to reduce same-field collinearity,representative_variables,standard PCMCI+ within representative pool,11,P_main_minus_south;P_spread_lat;P_total_centroid_lat_10_50;V_strength;V_NS_diff;H_strength;H_centroid_lat;Je_strength;Je_axis_lat;Jw_strength;Jw_axis_lat
