window_id,target_name,object_A,object_B,Y_definition,target_priority,target_source_reason,method_role,target_pair,unordered_pair,target_set,was_in_original_v9_1_f,result_scope_note,n_bootstrap,n_features,Y_mean,Y_std,fit_status,covariance_strength,corr_score_Y,spearman_score_Y,permutation_empirical_p,permutation_level,mode_pattern_corr_median,mode_stability_status,permutation_level_ev3,mode_stability_status_ev3,extreme_year_dominated_flag,tercile_high_order_level,tercile_low_order_level,tercile_high_low_reversal_flag,best_quantile_scheme,best_high_order_level,best_low_order_level,best_high_dominant_probability,best_low_dominant_probability,best_high_low_reversal_flag,gradient_status,delta_gradient_slope,A_earlier_gradient_slope,B_earlier_gradient_slope,evidence_v1_level,evidence_v2_level,pattern_type,recommended_interpretation,interpretation_boundary,specificity_status,specificity_own_abs_rank,specificity_own_minus_max_other,cross_target_specificity_level,signflip_level,signflip_percentile,dominant_object,dominant_object_fraction,dominant_time_half,pattern_interpretability_status,evidence_v3_level,recommended_interpretation_v3,top1_year,top1_fraction_of_total_abs_leverage,top3_fraction_of_total_abs_leverage,top5_fraction_of_total_abs_leverage,extreme_year_dominated_flag_lev,permutation_empirical_p_mt,permutation_level_mt,observed_abs_corr,signflip_percentile_mt,signflip_level_mt,signflip_empirical_p_from_percentile,fdr_q_permutation_all40,passes_raw_perm_95,passes_fdr_perm_10,passes_fdr_perm_05,fdr_q_permutation_within_window,fdr_q_signflip_all40,passes_raw_signflip_95,passes_fdr_signflip_10,passes_fdr_signflip_05,fdr_q_signflip_within_window,high_delta_median,low_delta_median,mid_delta_median,high_dominant_order_direction,low_dominant_order_direction,mid_dominant_order_direction,high_dominant_order_probability,low_dominant_order_probability,mid_dominant_order_probability,high_order_level,low_order_level,mid_order_level,interpretation_boundary_all_pairs_a
W113,W113_Jw_vs_H_delta_peak,Jw,H,delta_B_minus_A = peak_B - peak_A; positive means A earlier than B,original_priority,original V9.1_f priority target; orientation preserved for direct comparison,bootstrap_composite_MCA_target_not_physical_type,Jw-H,H-Jw,original_priority,True,all-pair extension result; original priority targets are marked separately,1000,3819,7.164,3.96901801457237,ok,240.73155965389645,0.5155881740062875,0.5646359655236182,0.0,strict_99,0.958275046314594,stable,strict_99,stable,False,credible_95,usable_90,False,decile,credible_95,usable_90,0.98,0.91,False,clear_continuous_gradient,1.6,0.0089999999999999,-0.006,weak_bootstrap_coupling_hint,one_sided_locking_candidate,one_sided_order_locking,one score phase strongly locks an order while the opposite phase is weak/unresolved; indicates order sharpening/suppression rather than full reversal,refined bootstrap-space coupling diagnostic; not a physical year-type claim,pair_specific,1,0.0642864990122203,not_specific,direction_specific_99,1.0,P,0.2198608713125,early,interpretable_summary_available,robust_one_sided_locking,mode robustly locks one order direction in one phase but does not establish symmetric reversal,1998,0.0636109157600077,0.1767774269118744,0.2759001089369683,False,0.0,strict_99,0.5155881740062875,1.0,direction_specific_99,0.0,0.0,True,True,True,0.0,0.0,True,True,True,0.0,10.0,5.0,7.0,Jw_earlier,Jw_earlier,Jw_earlier,0.9640718562874252,0.93993993993994,0.978978978978979,credible_95,usable_90,credible_95,bootstrap-space all-pair coverage diagnostic; not physical year-type or causal mechanism
W113,W113_Je_vs_Jw_delta_peak,Je,Jw,delta_B_minus_A = peak_B - peak_A; positive means A earlier than B,added_all_pair,added by V9.1_f_all_pairs_a to audit target-selection coverage,bootstrap_composite_MCA_target_not_physical_type,Je-Jw,Je-Jw,added_all_pair,False,all-pair extension result; original priority targets are marked separately,1000,3819,-3.13013013013013,4.451842538215851,ok,236.27398061935435,0.5148888273536562,0.5499346939898545,0.0,strict_99,0.9590920833228418,stable,strict_99,stable,False,weak_or_none,usable_90,False,quartile,weak_or_none,usable_90,0.4497991967871486,0.9196787148594378,True,clear_continuous_gradient,1.7,0.1069824120603015,-0.1265929648241206,weak_bootstrap_coupling_hint,moderate_reversal_candidate,high_low_reversal,score quantiles show order reversal but support is moderate or quantile-sensitive; keep as candidate,refined bootstrap-space coupling diagnostic; not a physical year-type claim,pair_specific,1,0.1602098226356457,not_specific,direction_specific_99,1.0,Je,0.2638607020068192,early,interpretable_summary_available,robust_common_mode_reversal,common bootstrap-composite mode modulates multiple targets and shows order reversal,2006,0.0815509230516887,0.2034760641192493,0.2926632605039955,False,0.0,strict_99,0.5148888273536562,1.0,direction_specific_99,0.0,0.0,True,True,True,0.0,0.0,True,True,True,0.0,0.0,-6.0,-3.0,Jw_earlier,Jw_earlier,Jw_earlier,0.4640718562874251,0.9036144578313252,0.7537537537537538,weak_or_none,usable_90,weak_or_none,bootstrap-space all-pair coverage diagnostic; not physical year-type or causal mechanism
W160,W160_P_vs_V_delta_peak,P,V,delta_B_minus_A = peak_B - peak_A; positive means A earlier than B,original_priority,original V9.1_f priority target; orientation preserved for direct comparison,bootstrap_composite_MCA_target_not_physical_type,P-V,P-V,original_priority,True,all-pair extension result; original priority targets are marked separately,1000,3420,1.903903903903904,4.832196695052309,ok,177.83353446406787,0.293431829331586,0.2999293871176616,0.0,strict_99,0.9295850282040676,stable,strict_99,stable,False,weak_or_none,weak_or_none,False,decile,usable_90,weak_or_none,0.9494949494949496,0.5353535353535354,True,clear_continuous_gradient,0.85,0.1029396984924623,-0.0844547738693467,not_supported,moderate_reversal_candidate,high_low_reversal,score quantiles show order reversal but support is moderate or quantile-sensitive; keep as candidate,refined bootstrap-space coupling diagnostic; not a physical year-type claim,common_mode,2,-0.0981781217636685,not_specific,direction_specific_99,1.0,H,0.2645417138699712,early,interpretable_summary_available,robust_common_mode_reversal,common bootstrap-composite mode modulates multiple targets and shows order reversal,1986,0.0640990410559063,0.168355556821175,0.2593000491218577,False,0.0,strict_99,0.293431829331586,1.0,direction_specific_99,0.0,0.0,True,True,True,0.0,0.0,True,True,True,0.0,3.0,1.0,3.0,P_earlier,P_earlier,P_earlier,0.8982035928143712,0.5542168674698795,0.7657657657657657,weak_or_none,weak_or_none,weak_or_none,bootstrap-space all-pair coverage diagnostic; not physical year-type or causal mechanism
W160,W160_P_vs_H_delta_peak,P,H,delta_B_minus_A = peak_B - peak_A; positive means A earlier than B,added_all_pair,added by V9.1_f_all_pairs_a to audit target-selection coverage,bootstrap_composite_MCA_target_not_physical_type,P-H,H-P,added_all_pair,False,all-pair extension result; original priority targets are marked separately,1000,3420,-1.272,5.101961975554111,ok,177.07235779901646,0.3533449089618572,0.3584670686030561,0.0,strict_99,0.9319607138561214,stable,strict_99,stable,False,weak_or_none,weak_or_none,False,decile,weak_or_none,weak_or_none,0.52,0.79,True,clear_continuous_gradient,0.9,0.079,-0.0885,not_supported,continuous_gradient_candidate,continuous_score_gradient,score bins show a continuous gradient in peak-time contrast/order probability,refined bootstrap-space coupling diagnostic; not a physical year-type claim,common_mode,1,0.0214654135059608,not_specific,direction_specific_99,1.0,P,0.2298634633264525,late,interpretable_summary_available,robust_continuous_gradient,mode robustly provides continuous peak-time/order gradient without categorical reversal,1990,0.0805572255120776,0.1989986661683877,0.2878964013134474,False,0.0,strict_99,0.3533449089618572,1.0,direction_specific_99,0.0,0.0,True,True,True,0.0,0.0,True,True,True,0.0,0.0,-3.0,-2.0,H_earlier,H_earlier,H_earlier,0.4640718562874251,0.7627627627627628,0.6786786786786787,weak_or_none,weak_or_none,weak_or_none,bootstrap-space all-pair coverage diagnostic; not physical year-type or causal mechanism
W160,W160_P_vs_Je_delta_peak,P,Je,delta_B_minus_A = peak_B - peak_A; positive means A earlier than B,added_all_pair,added by V9.1_f_all_pairs_a to audit target-selection coverage,bootstrap_composite_MCA_target_not_physical_type,P-Je,Je-P,added_all_pair,False,all-pair extension result; original priority targets are marked separately,1000,3420,3.471,4.1329358814286,ok,257.282933035069,0.4941283939407963,0.6086926284448729,0.0,strict_99,0.9681465913271452,stable,strict_99,stable,False,usable_90,weak_or_none,False,decile,credible_95,weak_or_none,0.95,0.6,False,clear_continuous_gradient,1.1,0.073,-0.0595,weak_bootstrap_coupling_hint,one_sided_locking_candidate,one_sided_order_locking,one score phase strongly locks an order while the opposite phase is weak/unresolved; indicates order sharpening/suppression rather than full reversal,refined bootstrap-space coupling diagnostic; not a physical year-type claim,common_mode,2,-0.0041389317211421,specific_99,direction_specific_99,1.0,V,0.2559713753921099,early,interpretable_summary_available,robust_one_sided_locking,mode robustly locks one order direction in one phase but does not establish symmetric reversal,2018,0.0566723371058006,0.1583115725716886,0.2479622988032484,False,0.0,strict_99,0.4941283939407963,1.0,direction_specific_99,0.0,0.0,True,True,True,0.0,0.0,True,True,True,0.0,6.0,2.0,4.0,P_earlier,P_earlier,P_earlier,0.940119760479042,0.6966966966966966,0.8768768768768769,usable_90,weak_or_none,weak_or_none,bootstrap-space all-pair coverage diagnostic; not physical year-type or causal mechanism
W160,W160_P_vs_Jw_delta_peak,P,Jw,delta_B_minus_A = peak_B - peak_A; positive means A earlier than B,added_all_pair,added by V9.1_f_all_pairs_a to audit target-selection coverage,bootstrap_composite_MCA_target_not_physical_type,P-Jw,Jw-P,added_all_pair,False,all-pair extension result; original priority targets are marked separately,1000,3420,-2.531062124248497,7.594596293409415,ok,232.8979750429037,0.4607776683021805,0.4942481800305096,0.0,strict_99,0.9608384744536996,stable,strict_99,stable,False,weak_or_none,weak_or_none,True,decile,weak_or_none,weak_or_none,0.6767676767676768,0.8181818181818182,True,clear_continuous_gradient,2.5,0.1027814070351758,-0.1158894472361809,weak_bootstrap_coupling_hint,continuous_gradient_candidate,continuous_score_gradient,score bins show a continuous gradient in peak-time contrast/order probability,refined bootstrap-space coupling diagnostic; not a physical year-type claim,pair_specific,1,0.051547349311249,not_specific,direction_specific_99,1.0,Jw,0.2789933955516269,late,interpretable_summary_available,robust_continuous_gradient,mode robustly provides continuous peak-time/order gradient without categorical reversal,2013,0.063769094584475,0.1749242132389119,0.2639435376004779,False,0.0,strict_99,0.4607776683021805,1.0,direction_specific_99,0.0,0.0,True,True,True,0.0,0.0,True,True,True,0.0,1.0,-7.0,-3.0,P_earlier,Jw_earlier,Jw_earlier,0.5089820359281437,0.8102409638554217,0.6024096385542169,weak_or_none,weak_or_none,weak_or_none,bootstrap-space all-pair coverage diagnostic; not physical year-type or causal mechanism
W160,W160_V_vs_H_delta_peak,V,H,delta_B_minus_A = peak_B - peak_A; positive means A earlier than B,added_all_pair,added by V9.1_f_all_pairs_a to audit target-selection coverage,bootstrap_composite_MCA_target_not_physical_type,V-H,H-V,added_all_pair,False,all-pair extension result; original priority targets are marked separately,1000,3420,-3.174174174174174,6.193226117576939,ok,215.61874156927604,0.3473493347596021,0.3636738694850521,0.0,strict_99,0.9510873106886798,stable,strict_99,stable,False,weak_or_none,weak_or_none,False,decile,weak_or_none,weak_or_none,0.5252525252525253,0.8686868686868687,True,clear_continuous_gradient,1.6,0.074467336683417,-0.091037688442211,not_supported,continuous_gradient_candidate,continuous_score_gradient,score bins show a continuous gradient in peak-time contrast/order probability,refined bootstrap-space coupling diagnostic; not a physical year-type claim,common_mode,2,-0.040437199859176,not_specific,direction_specific_99,1.0,V,0.2284404006061669,late,interpretable_summary_available,robust_continuous_gradient,mode robustly provides continuous peak-time/order gradient without categorical reversal,1986,0.0559578062872176,0.1635115326672952,0.2591875632854845,False,0.0,strict_99,0.3473493347596021,1.0,direction_specific_99,0.0,0.0,True,True,True,0.0,0.0,True,True,True,0.0,-1.0,-6.0,-5.0,H_earlier,H_earlier,H_earlier,0.5359281437125748,0.8258258258258259,0.7590361445783133,weak_or_none,weak_or_none,weak_or_none,bootstrap-space all-pair coverage diagnostic; not physical year-type or causal mechanism
W160,W160_V_vs_Je_delta_peak,V,Je,delta_B_minus_A = peak_B - peak_A; positive means A earlier than B,original_priority,original V9.1_f priority target; orientation preserved for direct comparison,bootstrap_composite_MCA_target_not_physical_type,V-Je,Je-V,original_priority,True,all-pair extension result; original priority targets are marked separately,1000,3420,1.5675675675675675,5.4696532152856525,ok,296.0862038045744,0.4920794633878059,0.5743873810966562,0.0,strict_99,0.9734419616447132,stable,strict_99,stable,False,weak_or_none,weak_or_none,True,decile,usable_90,weak_or_none,0.9090909090909092,0.696969696969697,True,clear_continuous_gradient,1.6,0.1698844221105527,-0.137429648241206,weak_bootstrap_coupling_hint,moderate_reversal_candidate,high_low_reversal,score quantiles show order reversal but support is moderate or quantile-sensitive; keep as candidate,refined bootstrap-space coupling diagnostic; not a physical year-type claim,pair_specific,1,0.1180029225738884,not_specific,direction_specific_99,1.0,V,0.2584263727941494,late,interpretable_summary_available,robust_common_mode_reversal,common bootstrap-composite mode modulates multiple targets and shows order reversal,1986,0.0528564838419889,0.1462105087095982,0.2339262928162338,False,0.0,strict_99,0.4920794633878059,1.0,direction_specific_99,0.0,0.0,True,True,True,0.0,0.0,True,True,True,0.0,3.0,-1.0,1.0,V_earlier,Je_earlier,V_earlier,0.8293413173652695,0.5525525525525525,0.5602409638554217,weak_or_none,weak_or_none,weak_or_none,bootstrap-space all-pair coverage diagnostic; not physical year-type or causal mechanism
W160,W160_Jw_vs_V_delta_peak,Jw,V,delta_B_minus_A = peak_B - peak_A; positive means A earlier than B,original_priority,original V9.1_f priority target; orientation preserved for direct comparison,bootstrap_composite_MCA_target_not_physical_type,Jw-V,Jw-V,original_priority,True,all-pair extension result; original priority targets are marked separately,1000,3420,4.418254764292879,8.082609323958513,ok,223.3678298396195,0.4277416389225166,0.4451678981105716,0.0,strict_99,0.9550344682204016,stable,strict_99,stable,False,weak_or_none,weak_or_none,False,decile,usable_90,weak_or_none,0.9191919191919192,0.6161616161616161,True,clear_continuous_gradient,2.3,0.0897537688442211,-0.0832738693467336,not_supported,moderate_reversal_candidate,high_low_reversal,score quantiles show order reversal but support is moderate or quantile-sensitive; keep as candidate,refined bootstrap-space coupling diagnostic; not a physical year-type claim,common_mode,1,0.0350294951139829,not_specific,direction_specific_99,1.0,Jw,0.2452411852685618,late,interpretable_summary_available,robust_common_mode_reversal,common bootstrap-composite mode modulates multiple targets and shows order reversal,2013,0.052461443213469,0.1486913818676896,0.2429842380059649,False,0.0,strict_99,0.4277416389225166,1.0,direction_specific_99,0.0,0.0,True,True,True,0.0,0.0,True,True,True,0.0,9.0,2.0,5.0,Jw_earlier,Jw_earlier,Jw_earlier,0.8258258258258259,0.540785498489426,0.7147147147147147,weak_or_none,weak_or_none,weak_or_none,bootstrap-space all-pair coverage diagnostic; not physical year-type or causal mechanism
W160,W160_H_vs_Je_delta_peak,H,Je,delta_B_minus_A = peak_B - peak_A; positive means A earlier than B,added_all_pair,added by V9.1_f_all_pairs_a to audit target-selection coverage,bootstrap_composite_MCA_target_not_physical_type,H-Je,H-Je,added_all_pair,False,all-pair extension result; original priority targets are marked separately,1000,3420,4.743,5.185070009170561,ok,181.80599883759493,0.3653104438786924,0.3444313510452638,0.0,strict_99,0.9366878531791374,stable,strict_99,stable,False,credible_95,weak_or_none,False,decile,credible_95,weak_or_none,0.95,0.64,True,partial_gradient,1.3000000000000005,0.1149999999999999,-0.1069999999999999,weak_bootstrap_coupling_hint,moderate_reversal_candidate,high_low_reversal,score quantiles show order reversal but support is moderate or quantile-sensitive; keep as candidate,refined bootstrap-space coupling diagnostic; not a physical year-type claim,common_mode,1,0.0282862213142999,not_specific,direction_specific_99,1.0,H,0.2480446619475965,late,interpretable_summary_available,robust_common_mode_reversal,common bootstrap-composite mode modulates multiple targets and shows order reversal,1995,0.0698448004864505,0.1774368417429613,0.2773872214956059,False,0.0,strict_99,0.3653104438786924,1.0,direction_specific_99,0.0,0.0,True,True,True,0.0,0.0,True,True,True,0.0,6.5,4.0,7.0,H_earlier,H_earlier,H_earlier,0.9550898203592816,0.5675675675675675,0.90990990990991,credible_95,weak_or_none,usable_90,bootstrap-space all-pair coverage diagnostic; not physical year-type or causal mechanism
W160,W160_H_vs_Jw_delta_peak,H,Jw,delta_B_minus_A = peak_B - peak_A; positive means A earlier than B,original_priority,original V9.1_f priority target; orientation preserved for direct comparison,bootstrap_composite_MCA_target_not_physical_type,H-Jw,H-Jw,original_priority,True,all-pair extension result; original priority targets are marked separately,1000,3420,-1.25250501002004,8.105168489918942,ok,235.1736383668586,0.4402530532276265,0.4675790196449575,0.0,strict_99,0.9629023426604424,stable,strict_99,stable,False,weak_or_none,weak_or_none,True,quartile,weak_or_none,weak_or_none,0.6987951807228916,0.8192771084337349,True,clear_continuous_gradient,2.1,0.1374824120603014,-0.1450527638190954,weak_bootstrap_coupling_hint,continuous_gradient_candidate,continuous_score_gradient,score bins show a continuous gradient in peak-time contrast/order probability,refined bootstrap-space coupling diagnostic; not a physical year-type claim,pair_specific,1,0.0567817188588823,not_specific,direction_specific_99,1.0,Jw,0.2917614958488848,late,interpretable_summary_available,robust_continuous_gradient,mode robustly provides continuous peak-time/order gradient without categorical reversal,2022,0.0804642315900164,0.213027711625893,0.3084140042680852,False,0.0,strict_99,0.4402530532276265,1.0,direction_specific_99,0.0,0.0,True,True,True,0.0,0.0,True,True,True,0.0,3.0,-5.0,-1.0,H_earlier,Jw_earlier,Jw_earlier,0.6726726726726727,0.7921686746987951,0.5255255255255256,weak_or_none,weak_or_none,weak_or_none,bootstrap-space all-pair coverage diagnostic; not physical year-type or causal mechanism
W160,W160_Je_vs_Jw_delta_peak,Je,Jw,delta_B_minus_A = peak_B - peak_A; positive means A earlier than B,added_all_pair,added by V9.1_f_all_pairs_a to audit target-selection coverage,bootstrap_composite_MCA_target_not_physical_type,Je-Jw,Je-Jw,added_all_pair,False,all-pair extension result; original priority targets are marked separately,1000,3420,-5.995991983967936,7.446266025558222,ok,223.5381450419592,0.4103800334867875,0.4833021345349795,0.0,strict_99,0.9568667056900996,stable,strict_99,stable,False,weak_or_none,weak_or_none,False,decile,weak_or_none,weak_or_none,0.494949494949495,0.8787878787878788,True,clear_continuous_gradient,2.6,0.0956030150753769,-0.1031683417085427,not_supported,continuous_gradient_candidate,continuous_score_gradient,score bins show a continuous gradient in peak-time contrast/order probability,refined bootstrap-space coupling diagnostic; not a physical year-type claim,common_mode,1,0.0355628835341409,not_specific,direction_specific_99,1.0,Jw,0.2919642872630371,late,interpretable_summary_available,robust_continuous_gradient,mode robustly provides continuous peak-time/order gradient without categorical reversal,2022,0.0755391121464989,0.1978941297432281,0.2975742029383744,False,0.0,strict_99,0.4103800334867875,1.0,direction_specific_99,0.0,0.0,True,True,True,0.0,0.0,True,True,True,0.0,-3.0,-10.0,-7.0,Jw_earlier,Jw_earlier,Jw_earlier,0.5688622754491018,0.8851963746223565,0.8258258258258259,weak_or_none,weak_or_none,weak_or_none,bootstrap-space all-pair coverage diagnostic; not physical year-type or causal mechanism
